iter	RMSE
168	29992.5553
169	29983.20113
170	29963.77618
171	29953.8169
172	29950.38398
173	29939.4976
174	29925.5331
175	29909.48937
176	29893.2666
177	29883.07304
178	29862.96113
179	29853.22575
180	29835.97477
181	29825.56892
182	29814.64241
183	29798.05628
184	29784.03128
185	29765.43534
186	29746.49844
187	29742.84226
188	29728.22801
189	29702.9119
190	29697.3259
191	29675.49822
192	29657.51031
193	29645.02179
194	29629.88041
195	29610.82728
196	29599.20544
197	29580.33196
198	29565.36368
199	29549.88494
200	29532.4426
201	29514.30078
202	29505.62931
203	29490.8825
204	29477.45356
205	29468.29938
206	29456.52065
207	29443.91195
208	29432.13369
209	29416.65749
210	29404.31775
211	29390.24998
212	29368.7777
213	29366.00847
214	29356.52475
215	29344.79154
216	29330.39742
217	29318.88355
218	29307.06032
219	29303.79755
220	29291.81328
221	29279.18984
222	29268.28811
223	29254.60278
224	29237.39489
225	29225.39192
226	29218.54587
227	29215.16365
228	29201.27206
229	29192.48964
230	29180.06653
231	29172.6112
232	29160.84309
233	29158.45353
234	29147.37873
235	29137.20323
236	29123.52581
237	29115.01595
238	29102.94172
239	29092.56757
240	29080.60519
241	29071.32796
242	29059.24472
243	29047.10146
244	29039.46636
245	29023.42484
246	29010.56993
247	29001.09774
248	28989.84323
249	28981.33684
250	28973.02954
251	28961.73876
252	28943.9733
253	28934.77582
254	28917.72622
255	28899.70667
256	28890.85016
257	28881.92573
258	28867.05418
259	28853.31743
260	28843.77775
261	28833.99464
262	28818.86275
263	28816.63959
264	28807.52988
265	28799.3523
266	28791.5189
267	28783.75621
268	28768.17739
269	28761.22563
270	28748.34999
271	28736.83969
272	28728.90876
273	28721.73517
274	28706.15955
275	28700.39335
276	28690.93051
277	28680.69412
278	28671.0323
279	28664.34656
280	28661.84851
281	28654.95657
282	28652.99455
283	28644.39922
284	28635.5126
285	28627.17133
286	28613.97942
287	28601.94836
288	28592.51374
289	28582.38289
290	28573.51128
291	28560.53
292	28551.89126
293	28546.67651
294	28536.3472
295	28526.3565
296	28513.89402
297	28505.97556
298	28497.2052
299	28487.82982
300	28471.47372
301	28463.12974
302	28455.79684
303	28445.86818
304	28444.19733
305	28432.88474
306	28416.78397
307	28410.27675
308	28396.93919
309	28389.78947
310	28383.57869
311	28374.6622
312	28373.11978
313	28366.1388
314	28352.84012
315	28344.79196
316	28331.13926
317	28323.21176
318	28312.90439
319	28305.21867
320	28295.13365
321	28285.80401
322	28281.52762
323	28273.40433
324	28256.92265
325	28249.64244
326	28241.49646
327	28235.87192
328	28226.64973
329	28211.94745
330	28203.53811
331	28196.99707
332	28185.31399
333	28176.24311
334	28167.97844
335	28161.95107
336	28159.86849
337	28151.67028
338	28146.95083
339	28138.75632
340	28134.76227
341	28130.1535
342	28122.11422
343	28114.4346
344	28100.71368
345	28094.9067
346	28083.37161
347	28076.23237
348	28068.5142
349	28061.87175
350	28053.88187
351	28047.34627
352	28041.81062
353	28033.17857
354	28025.27188
355	28016.90301
356	28008.6749
357	28001.36735
358	27999.68766
359	27993.44104
360	27983.45477
361	27982.18336
362	27974.14623
363	27966.06097
364	27955.95057
365	27949.27267
366	27946.31598
367	27935.01289
368	27927.56132
369	27925.47858
370	27915.97483
371	27906.52291
372	27899.94517
373	27892.82298
374	27886.70987
375	27878.56588
376	27873.90585
377	27866.00141
378	27856.23406
379	27844.75209
380	27837.6325
381	27827.53189
382	27819.93576
383	27813.27908
384	27812.31019
385	27805.07075
386	27799.32159
387	27794.25627
388	27778.2662
389	27769.92887
390	27765.0481
391	27757.86312
392	27750.12486
393	27738.96167
394	27732.33563
395	27725.3873
396	27724.41755
397	27722.6172
398	27713.76542
399	27712.89708
400	27706.65517
401	27698.57891
402	27693.22047
403	27683.98789
404	27683.14479
405	27678.51865
406	27667.48684
407	27660.35917
408	27651.7003
409	27645.97824
410	27640.41142
411	27635.7823
412	27628.41993
413	27622.13478
414	27615.82645
415	27609.17758
416	27600.63108
417	27599.90678
418	27593.211
419	27586.73645
420	27581.39833
421	27573.37857
422	27566.98334
423	27566.25282
424	27560.87137
425	27551.58983
426	27545.89477
427	27540.8725
428	27539.70849
429	27529.95877
430	27522.27406
431	27512.01028
432	27502.66861
433	27499.8406
434	27490.79482
435	27479.20332
436	27473.11469
437	27471.75989
438	27465.80708
439	27458.53712
440	27449.16742
441	27441.92944
442	27432.00235
443	27421.77179
444	27416.86387
445	27413.03556
446	27410.6243
447	27400.36949
448	27392.98748
449	27384.30844
450	27376.03213
451	27367.51042
452	27359.19094
453	27353.56218
454	27347.11805
455	27340.75275
456	27338.15541
457	27332.78525
458	27326.94533
459	27321.98613
460	27321.35858
461	27317.34692
462	27311.23677
463	27301.15437
464	27295.24805
465	27287.59981
466	27280.89891
467	27274.5649
468	27267.07522
469	27262.10004
470	27255.92418
471	27252.85809
472	27247.91201
473	27238.70345
474	27231.85381
475	27225.88961
476	27222.13499
477	27217.34352
478	27204.41687
479	27201.90018
480	27200.18536
481	27191.19875
482	27185.66589
483	27178.48257
484	27170.46269
485	27165.20216
486	27159.25441
487	27153.18678
488	27147.30123
489	27140.0371
490	27130.8042
491	27122.55719
492	27116.11228
493	27111.37091
494	27104.7483
495	27096.09625
496	27095.43648
497	27085.99236
498	27083.54944
499	27077.85068
500	27071.85949
501	27064.8217
502	27058.32758
503	27054.20459
504	27047.0214
505	27042.85956
506	27037.04309
507	27029.23531
508	27021.6785
509	27017.41522
510	27013.19011
511	27007.07421
512	26999.68732
513	26994.89889
514	26986.19251
515	26984.12481
516	26977.85297
517	26970.46853
518	26964.514
519	26956.60972
520	26948.98069
521	26943.24213
522	26936.04366
523	26928.9051
524	26921.96694
525	26914.32063
526	26912.19164
527	26902.73261
528	26895.51101
529	26889.91314
530	26883.3355
531	26880.81897
532	26875.34764
533	26872.81789
534	26865.27189
535	26860.48949
536	26857.42941
537	26851.79381
538	26846.96865
539	26839.39916
540	26833.06169
541	26825.77756
542	26822.22568
543	26811.92528
544	26805.8377
545	26800.62678
546	26799.90954
547	26795.77423
548	26788.60104
549	26781.35205
550	26776.5389
551	26771.40844
552	26767.3065
553	26763.20672
554	26755.13383
555	26748.34493
556	26742.95853
557	26742.32533
558	26739.41502
559	26736.96129
560	26733.61577
561	26730.30014
562	26722.83054
563	26716.33642
564	26712.25064
565	26705.02054
566	26699.86176
567	26695.0313
568	26689.15164
569	26684.67067
570	26681.03816
571	26673.79296
572	26664.16817
573	26658.93218
574	26655.5231
575	26648.8744
576	26643.78188
577	26637.04824
578	26633.89462
579	26629.54312
580	26625.40733
581	26624.85114
582	26620.39015
583	26616.34755
584	26608.3296
585	26606.35103
586	26603.04785
587	26597.28824
588	26592.74542
589	26592.29498
590	26587.12148
591	26581.4203
592	26577.64147
593	26572.69347
594	26567.02925
595	26562.66019
596	26561.30948
597	26556.24835
598	26550.45092
599	26543.79088
600	26535.05945
601	26528.53214
602	26521.14803
603	26515.50163
604	26510.16315
605	26509.73065
606	26503.73476
607	26496.77783
608	26488.82835
609	26485.48291
610	26484.53948
611	26478.56614
612	26472.65198
613	26470.10717
614	26465.3317
615	26459.87831
616	26457.5769
617	26453.80715
618	26449.6213
619	26445.91562
620	26441.76993
621	26437.5663
622	26433.67202
623	26427.94834
624	26423.54081
625	26419.44222
626	26415.74601
627	26413.54881
628	26413.00311
629	26406.6957
630	26402.24446
631	26397.13789
632	26396.33282
633	26388.64414
634	26381.05408
635	26377.63522
636	26373.34069
637	26362.56411
638	26357.47822
639	26351.53724
640	26346.91876
641	26339.5357
642	26334.53842
643	26326.9858
644	26321.68337
645	26317.65349
646	26312.58393
647	26309.96935
648	26303.66103
649	26301.79895
650	26300.07192
651	26294.78282
652	26294.17036
653	26282.12101
654	26274.81475
655	26271.65964
656	26266.5552
657	26258.23266
658	26256.71759
659	26252.85171
660	26248.36259
661	26244.87008
662	26239.73535
663	26234.95215
664	26231.53265
665	26227.4594
666	26221.7052
667	26217.20535
668	26210.30636
669	26202.8694
670	26196.25625
671	26195.86568
672	26190.18127
673	26187.4818
674	26183.01689
675	26179.7687
676	26174.62274
677	26168.78439
678	26160.93754
679	26156.60134
680	26148.93753
681	26143.84248
682	26135.48337
683	26130.06612
684	26124.48322
685	26118.84911
686	26113.23742
687	26112.05736
688	26108.86865
689	26102.34982
690	26097.44938
691	26093.81585
692	26088.9122
693	26085.01375
694	26081.03221
695	26076.88028
696	26069.73715
697	26065.08622
698	26064.68994
699	26062.31381
700	26058.89496
701	26056.15882
702	26054.24747
703	26049.65644
704	26044.95001
705	26040.97349
706	26036.90389
707	26029.60561
708	26028.59582
709	26022.33945
710	26017.88831
711	26016.59303
712	26013.60348
713	26012.79884
714	26007.93566
715	26006.18668
716	26001.66997
717	25994.01086
718	25987.83654
719	25984.83642
720	25980.96992
721	25976.40805
722	25969.38389
723	25966.51183
724	25957.88579
725	25951.71695
726	25947.04413
727	25942.98334
728	25936.16137
729	25931.75109
730	25926.26575
731	25922.78908
732	25922.20995
733	25918.93541
734	25908.82462
735	25903.63443
736	25903.19965
737	25897.43429
738	25891.51667
739	25884.18382
740	25881.153
741	25877.23661
742	25871.78257
743	25870.53074
744	25866.98585
745	25861.56822
746	25861.20335
747	25857.05059
748	25850.55337
749	25849.91949
750	25845.00322
751	25840.74211
752	25835.44785
753	25831.02801
754	25823.99463
755	25817.47333
756	25812.67783
757	25808.2808
758	25805.08954
759	25799.41664
760	25792.84629
761	25791.89643
762	25785.46248
763	25778.615
764	25773.7332
765	25768.67229
766	25765.79853
767	25761.93983
768	25758.32501
769	25756.43219
770	25751.57982
771	25747.88119
772	25744.08189
773	25742.98376
774	25738.74509
775	25734.51254
776	25729.98083
777	25726.11943
778	25722.1386
779	25720.24471
780	25714.16335
781	25710.11928
782	25709.74994
783	25704.93536
784	25700.88461
785	25695.07323
786	25694.77152
787	25691.58492
788	25689.21431
789	25680.07796
790	25675.98991
791	25671.49542
792	25666.54306
793	25661.27934
794	25655.66936
795	25653.41957
796	25653.0846
797	25650.5684
798	25645.99975
799	25641.84781
800	25641.27398
801	25634.98734
802	25630.74511
803	25626.8681
804	25621.79892
805	25616.46424
806	25613.46665
807	25606.76927
808	25601.52911
809	25594.03401
810	25592.25114
811	25587.73052
812	25586.53019
813	25586.18304
814	25581.91209
815	25576.15568
816	25572.43109
817	25568.37091
818	25563.30838
819	25557.4463
820	25550.49568
821	25547.69458
822	25544.70544
823	25538.58455
824	25534.30158
825	25529.43478
826	25526.13311
827	25520.88765
828	25515.36796
829	25511.15132
830	25506.73131
831	25503.53145
832	25498.02761
833	25492.54714
834	25488.03368
835	25487.71013
836	25487.1867
837	25482.99458
838	25479.1013
839	25474.29349
840	25470.53339
841	25466.72202
842	25464.3929
843	25460.39943
844	25454.37007
845	25448.66126
846	25444.08617
847	25441.0772
848	25433.56403
849	25429.40981
850	25425.03478
851	25420.83665
852	25420.34105
853	25415.33591
854	25409.67625
855	25405.23904
856	25401.73535
857	25398.46783
858	25395.52964
859	25388.97877
860	25383.35208
861	25379.02367
862	25376.31757
863	25376.02163
864	25373.95041
865	25373.00707
866	25369.98684
867	25365.3207
868	25361.32183
869	25360.61889
870	25359.60979
871	25352.51734
872	25348.43728
873	25340.66614
874	25337.93719
875	25330.20481
876	25327.37795
877	25322.66049
878	25322.34399
879	25315.02065
880	25310.70195
881	25305.33103
882	25301.38945
883	25296.933
884	25291.276
885	25286.46076
886	25281.64851
887	25278.38211
888	25273.29905
889	25266.45162
890	25265.47923
891	25261.64986
892	25257.26129
893	25253.2471
894	25252.85619
895	25248.09363
896	25243.29918
897	25240.39767
898	25237.67288
899	25233.65635
900	25231.26718
901	25226.85494
902	25222.01168
903	25217.51242
904	25211.87321
905	25211.39314
906	25206.50057
907	25201.07078
908	25196.62212
909	25191.90168
910	25190.50051
911	25187.98694
912	25182.76088
913	25179.11444
914	25174.80829
915	25172.3413
916	25167.9071
917	25162.00495
918	25155.28728
919	25154.49946
920	25149.37901
921	25147.15517
922	25146.74413
923	25143.55151
924	25137.11535
925	25131.66796
926	25125.76872
927	25119.90198
928	25117.78787
929	25113.07408
930	25108.75172
931	25103.00146
932	25099.39262
933	25099.1314
934	25091.89254
935	25091.13571
936	25086.49271
937	25083.41496
938	25081.09504
939	25076.61826
940	25071.18329
941	25068.86134
942	25068.49642
943	25068.28027
944	25065.08136
945	25059.08975
946	25054.87525
947	25048.75526
948	25047.67127
949	25043.32014
950	25040.59722
951	25039.26482
952	25038.9511
953	25035.86932
954	25030.86786
955	25028.79609
956	25024.0643
957	25021.10858
958	25016.73824
959	25012.81521
960	25010.95622
961	25007.6828
962	25004.29259
963	24999.84416
964	24996.25375
965	24992.06228
966	24991.85522
967	24987.2744
968	24983.61477
969	24981.3411
970	24980.86324
971	24975.43454
972	24970.20784
973	24965.94607
974	24961.18839
975	24957.00148
976	24951.50307
977	24947.78095
978	24942.24752
979	24939.58885
980	24934.24795
981	24928.44074
982	24924.45406
983	24917.76655
984	24917.55026
985	24912.01378
986	24907.46117
987	24903.86786
988	24902.59706
989	24899.79165
990	24894.9119
991	24890.99703
992	24887.50661
993	24887.05047
994	24881.29639
995	24878.30744
996	24878.11205
997	24873.56131
998	24873.34015
999	24869.6279
733.95736

46
