iter	RMSE
187	24160.76501
188	24132.90523
189	24100.95646
190	24059.97392
191	24008.95358
192	23971.7913
193	23942.81012
194	23913.21868
195	23884.7517
196	23858.25912
197	23828.98259
198	23802.64256
199	23780.36689
200	23743.0036
201	23700.14711
202	23654.51543
203	23631.92908
204	23610.76399
205	23585.39986
206	23549.77363
207	23502.14557
208	23479.90371
209	23439.92901
210	23411.37553
211	23387.04644
212	23357.67346
213	23330.05851
214	23293.84086
215	23264.80413
216	23242.02066
217	23190.87488
218	23166.47012
219	23138.22909
220	23095.51111
221	23076.02519
222	23046.93651
223	23026.99617
224	23014.99024
225	22996.82392
226	22959.81586
227	22928.63334
228	22893.93137
229	22877.69898
230	22840.87161
231	22819.96348
232	22783.90826
233	22758.46756
234	22729.77486
235	22711.07241
236	22676.89033
237	22632.81452
238	22606.2007
239	22580.24866
240	22548.73127
241	22520.63744
242	22498.51746
243	22469.36718
244	22455.67909
245	22442.39609
246	22424.13274
247	22403.01877
248	22383.24147
249	22365.93691
250	22337.53573
251	22315.06377
252	22287.05161
253	22271.08346
254	22241.53555
255	22212.13019
256	22194.43658
257	22167.74001
258	22140.11245
259	22126.97078
260	22103.72761
261	22088.67395
262	22053.6983
263	22037.85964
264	22003.73658
265	21983.49279
266	21957.3965
267	21928.84382
268	21915.73865
269	21888.5297
270	21872.67833
271	21854.0517
272	21835.71904
273	21812.84318
274	21797.62458
275	21783.53429
276	21759.20689
277	21739.02699
278	21720.97193
279	21704.54674
280	21687.55185
281	21675.35847
282	21651.42534
283	21628.45321
284	21603.32227
285	21583.56089
286	21556.48435
287	21532.02321
288	21513.94644
289	21491.256
290	21465.97221
291	21443.17343
292	21421.9309
293	21408.79736
294	21391.2713
295	21379.13309
296	21356.2571
297	21342.36758
298	21314.72738
299	21300.06737
300	21275.3046
301	21255.08548
302	21228.75488
303	21216.30007
304	21196.29918
305	21179.37477
306	21156.09193
307	21134.86442
308	21104.95059
309	21087.80279
310	21064.44198
311	21038.66646
312	21023.00428
313	21003.04957
314	20981.11024
315	20963.56195
316	20945.9194
317	20928.92508
318	20906.71355
319	20893.26978
320	20873.88955
321	20866.12894
322	20850.48457
323	20832.24491
324	20818.93953
325	20795.42508
326	20783.05045
327	20765.16036
328	20752.58926
329	20739.11797
330	20727.35715
331	20709.67254
332	20686.41532
333	20673.3722
334	20654.69402
335	20644.01399
336	20622.23789
337	20607.40273
338	20578.71307
339	20550.46877
340	20530.61789
341	20512.36486
342	20501.54972
343	20488.32772
344	20469.16368
345	20444.75847
346	20423.11648
347	20412.38283
348	20393.91849
349	20375.67935
350	20353.14088
351	20335.99055
352	20318.91034
353	20296.43767
354	20287.73449
355	20267.73703
356	20249.85859
357	20226.23004
358	20212.15373
359	20173.19241
360	20155.0124
361	20141.68248
362	20120.44561
363	20110.465
364	20096.26808
365	20083.18164
366	20064.21233
367	20049.14159
368	20026.3539
369	20010.45834
370	19989.01499
371	19964.928
372	19956.38128
373	19932.63922
374	19917.69401
375	19898.55783
376	19881.47128
377	19858.61206
378	19840.34725
379	19814.87214
380	19800.12702
381	19790.7422
382	19776.1299
383	19757.54704
384	19740.44386
385	19729.75022
386	19714.52772
387	19694.77543
388	19668.94718
389	19643.98893
390	19617.25236
391	19601.02428
392	19579.19228
393	19553.11921
394	19537.24028
395	19516.51083
396	19497.87251
397	19480.13113
398	19466.20787
399	19455.83999
400	19439.99837
401	19428.21035
402	19404.93045
403	19392.51566
404	19367.61875
405	19356.64891
406	19346.13762
407	19331.00095
408	19311.17635
409	19298.78739
410	19287.26794
411	19276.78756
412	19262.5389
413	19236.17115
414	19221.3534
415	19211.02263
416	19193.33471
417	19172.04672
418	19163.33665
419	19137.82246
420	19114.75833
421	19102.97387
422	19084.00233
423	19061.83114
424	19038.50714
425	19020.32766
426	19002.98074
427	18974.97633
428	18962.35276
429	18953.45803
430	18923.58233
431	18910.75914
432	18900.38238
433	18886.40282
434	18868.41453
435	18855.58874
436	18846.38658
437	18834.15231
438	18818.43848
439	18801.87665
440	18786.18077
441	18771.47684
442	18746.11982
443	18726.27232
444	18711.79969
445	18698.47418
446	18686.71137
447	18669.45456
448	18645.10928
449	18636.12193
450	18618.91731
451	18594.22177
452	18580.8158
453	18561.04942
454	18541.17258
455	18528.20001
456	18512.20254
457	18498.366
458	18488.14251
459	18466.84515
460	18457.01712
461	18447.01402
462	18432.8149
463	18413.19239
464	18391.87624
465	18370.48987
466	18352.17939
467	18325.95792
468	18311.28482
469	18292.5637
470	18274.13703
471	18261.12903
472	18253.23092
473	18241.56595
474	18221.45143
475	18206.35747
476	18196.89339
477	18187.13835
478	18171.74264
479	18157.84757
480	18142.15757
481	18126.17622
482	18099.70588
483	18090.83302
484	18075.5706
485	18068.22575
486	18057.32172
487	18048.37486
488	18031.9753
489	18020.92004
490	18005.69202
491	17994.00179
492	17978.02761
493	17953.49111
494	17942.19818
495	17930.52258
496	17915.29532
497	17899.27437
498	17886.14344
499	17875.6871
500	17865.99
501	17856.62202
502	17842.47036
503	17825.92963
504	17818.8141
505	17806.95621
506	17796.57343
507	17777.53435
508	17766.22339
509	17750.9687
510	17740.67637
511	17728.01547
512	17718.22806
513	17704.17564
514	17687.77118
515	17671.87816
516	17664.72247
517	17655.48449
518	17645.60411
519	17631.53974
520	17614.22167
521	17602.87079
522	17591.81126
523	17583.18498
524	17573.95981
525	17558.48559
526	17548.45037
527	17529.12794
528	17520.07493
529	17503.34801
530	17480.14612
531	17472.66304
532	17459.62162
533	17434.84274
534	17421.81585
535	17411.25952
536	17402.1671
537	17384.39286
538	17375.43644
539	17365.85062
540	17345.5566
541	17329.85762
542	17320.52282
543	17305.02376
544	17296.44566
545	17283.44664
546	17270.64694
547	17263.45714
548	17247.60533
549	17229.9559
550	17213.23914
551	17195.4184
552	17186.69123
553	17168.85739
554	17146.58858
555	17137.64905
556	17130.85377
557	17115.07012
558	17096.33805
559	17086.0571
560	17063.785
561	17044.40355
562	17036.71882
563	17024.34402
564	17009.00255
565	16992.86774
566	16986.40577
567	16975.3981
568	16958.86353
569	16947.69229
570	16929.33729
571	16923.28012
572	16911.94534
573	16896.66938
574	16882.94161
575	16872.68016
576	16856.70871
577	16846.02581
578	16833.69169
579	16821.49839
580	16801.66138
581	16793.67999
582	16783.88356
583	16777.01354
584	16756.09772
585	16738.375
586	16734.02138
587	16727.23881
588	16720.10227
589	16709.46737
590	16702.21617
591	16688.25372
592	16677.9373
593	16654.10753
594	16635.04782
595	16627.98062
596	16617.09694
597	16603.34048
598	16589.52652
599	16576.37433
600	16565.71941
601	16555.24996
602	16537.90989
603	16529.1796
604	16511.58749
605	16500.03327
606	16485.65205
607	16469.95697
608	16460.53011
609	16447.66198
610	16437.6003
611	16425.62087
612	16404.96895
613	16379.54074
614	16367.7655
615	16356.50803
616	16341.835
617	16324.13212
618	16312.83675
619	16303.79006
620	16290.62315
621	16278.63163
622	16262.94288
623	16247.83636
624	16235.90983
625	16223.20967
626	16212.14616
627	16199.03458
628	16188.56005
629	16177.0541
630	16157.6178
631	16150.37714
632	16136.318
633	16123.3882
634	16106.80571
635	16094.35563
636	16084.87331
637	16074.6813
638	16064.7449
639	16053.73531
640	16040.25812
641	16031.86034
642	16020.69315
643	16006.02896
644	15992.09382
645	15982.80814
646	15967.09695
647	15959.40835
648	15951.57532
649	15934.0859
650	15910.97228
651	15897.97723
652	15886.25913
653	15868.83198
654	15843.13379
655	15832.72236
656	15822.74074
657	15811.65588
658	15797.52602
659	15781.75405
660	15770.13739
661	15760.9343
662	15755.62064
663	15746.37412
664	15735.80953
665	15724.32942
666	15718.65122
667	15706.59163
668	15695.98658
669	15684.08091
670	15664.97118
671	15659.30243
672	15652.1069
673	15640.05773
674	15630.87362
675	15618.64549
676	15613.511
677	15598.16495
678	15583.82643
679	15575.78005
680	15565.07913
681	15551.36795
682	15537.27864
683	15533.1048
684	15524.50874
685	15512.1665
686	15504.59697
687	15494.2297
688	15488.32232
689	15479.69908
690	15468.22712
691	15460.13761
692	15450.72553
693	15443.35912
694	15437.70633
695	15426.7099
696	15414.26108
697	15406.45542
698	15392.38513
699	15375.60333
700	15368.228
701	15359.16193
702	15344.93461
703	15337.07759
704	15323.17104
705	15316.81781
706	15298.61683
707	15290.86904
708	15278.40559
709	15271.10397
710	15264.79534
711	15256.181
712	15251.29862
713	15235.88783
714	15221.0294
715	15216.00557
716	15205.39178
717	15195.50157
718	15185.80545
719	15170.92825
720	15159.98977
721	15148.78982
722	15139.85168
723	15131.15271
724	15126.02769
725	15116.18521
726	15103.91185
727	15090.39398
728	15082.03766
729	15074.56672
730	15062.73447
731	15058.47378
732	15052.60933
733	15040.97079
734	15034.48575
735	15021.50252
736	15012.34605
737	15001.89671
738	14997.8425
739	14990.814
740	14980.47905
741	14971.73239
742	14956.78303
743	14944.83112
744	14934.56806
745	14917.51966
746	14909.06907
747	14898.0274
748	14888.51201
749	14879.77441
750	14862.07747
751	14852.43073
752	14840.28611
753	14831.54067
754	14824.08165
755	14813.4383
756	14799.85917
757	14790.14677
758	14779.83536
759	14770.77208
760	14758.10496
761	14747.3762
762	14734.07437
763	14718.71809
764	14704.80414
765	14692.75673
766	14684.20949
767	14679.67413
768	14671.59708
769	14660.50628
770	14652.02634
771	14643.48219
772	14632.36456
773	14627.0167
774	14615.67262
775	14605.73709
776	14597.77185
777	14589.0778
778	14577.65118
779	14564.5392
780	14552.23287
781	14538.88847
782	14525.30036
783	14517.72382
784	14508.61209
785	14501.86477
786	14488.96916
787	14475.17839
788	14467.47745
789	14450.99494
790	14436.53849
791	14426.67496
792	14418.89833
793	14413.58138
794	14404.7571
795	14395.4086
796	14389.17364
797	14384.03303
798	14376.26924
799	14360.7105
800	14351.2296
801	14337.50607
