iter	Passed	Remaining
773	9746	2845
774	9758	2833
775	9769	2820
776	9789	2809
777	9810	2799
778	9823	2786
779	9834	2773
780	9848	2761
781	9860	2748
782	9873	2736
783	9886	2723
784	9898	2711
785	9912	2698
786	9925	2686
787	9939	2674
788	9954	2662
789	9965	2648
790	9981	2637
791	9996	2625
792	10006	2612
793	10018	2599
794	10030	2586
795	10041	2573
796	10053	2560
797	10065	2547
798	10076	2534
799	10085	2521
800	10097	2508
801	10109	2495
802	10122	2483
803	10137	2471
804	10151	2459
805	10162	2446
806	10173	2433
807	10185	2420
808	10197	2407
809	10209	2394
810	10221	2382
811	10232	2369
812	10244	2356
813	10257	2343
814	10270	2331
815	10282	2318
816	10294	2305
817	10308	2293
818	10320	2280
819	10335	2268
820	10347	2255
821	10357	2242
822	10369	2230
823	10383	2217
824	10397	2205
825	10408	2192
826	10418	2179
827	10435	2167
828	10446	2154
829	10460	2142
830	10472	2129
831	10482	2116
832	10494	2104
833	10507	2091
834	10523	2079
835	10534	2066
836	10546	2053
837	10558	2041
838	10570	2028
839	10581	2015
840	10594	2003
841	10606	1990
842	10619	1977
843	10632	1965
844	10645	1952
845	10656	1939
846	10670	1927
847	10683	1914
848	10694	1902
849	10709	1889
850	10721	1877
851	10735	1864
852	10750	1852
853	10763	1840
854	10776	1827
855	10789	1815
856	10804	1802
857	10818	1790
858	10832	1778
859	10841	1764
860	10854	1752
861	10866	1739
862	10879	1727
863	10889	1714
864	10902	1701
865	10914	1688
866	10925	1675
867	10934	1662
868	10945	1650
869	10958	1637
870	10970	1624
871	10982	1612
872	10996	1599
873	11010	1587
874	11023	1574
875	11036	1562
876	11049	1549
877	11059	1536
878	11071	1524
879	11081	1511
880	11096	1498
881	11109	1486
882	11124	1473
883	11137	1461
884	11149	1448
885	11161	1436
886	11172	1423
887	11184	1410
888	11197	1398
889	11207	1385
890	11224	1373
891	11234	1360
892	11246	1347
893	11257	1334
894	11269	1322
895	11283	1309
896	11295	1297
897	11304	1284
898	11317	1271
899	11329	1258
900	11340	1246
901	11352	1233
902	11364	1220
903	11378	1208
904	11390	1195
905	11404	1183
906	11417	1170
907	11429	1158
908	11442	1145
909	11455	1132
910	11470	1120
911	11482	1107
912	11497	1095
913	11511	1083
914	11521	1070
915	11530	1057
916	11541	1044
917	11552	1031
918	11565	1019
919	11579	1006
920	11588	994
921	11600	981
922	11610	968
923	11623	956
924	11632	943
925	11643	930
926	11653	917
927	11665	905
928	11675	892
929	11684	879
930	11693	866
931	11704	853
932	11712	841
933	11722	828
934	11730	815
935	11739	802
936	11747	789
937	11757	777
938	11766	764
939	11776	751
940	11787	739
941	11799	726
942	11807	713
943	11818	701
944	11827	688
945	11836	675
946	11848	663
947	11858	650
948	11868	637
949	11877	625
950	11885	612
951	11895	599
952	11904	587
953	11914	574
954	11923	561
955	11932	549
956	11941	536
957	11949	523
958	11958	511
959	11967	498
960	11975	485
961	11983	473
962	11991	460
963	11999	448
964	12007	435
965	12015	422
966	12024	410
967	12031	397
968	12038	385
969	12045	372
970	12052	359
971	12059	347
972	12066	334
973	12073	322
974	12080	309
975	12087	297
976	12094	284
977	12101	272
978	12107	259
979	12113	247
980	12119	234
981	12124	222
982	12130	209
983	12136	197
984	12142	184
985	12147	172
986	12152	160
987	12157	147
988	12163	135
989	12168	122
990	12173	110
991	12178	98
992	12182	85
993	12186	73
994	12191	61
995	12195	48
996	12200	36
997	12205	24
998	12210	12
999	12215	0
