iter	Passed	Remaining
411	3980	5680
412	3989	5669
413	3998	5659
414	4007	5649
415	4016	5638
416	4026	5629
417	4035	5618
418	4044	5608
419	4054	5598
420	4063	5587
421	4072	5577
422	4081	5567
423	4091	5557
424	4100	5547
425	4110	5538
426	4120	5529
427	4130	5519
428	4139	5510
429	4149	5501
430	4159	5491
431	4169	5481
432	4178	5471
433	4187	5461
434	4197	5451
435	4206	5441
436	4215	5431
437	4225	5421
438	4234	5410
439	4244	5401
440	4253	5391
441	4263	5381
442	4272	5371
443	4282	5362
444	4291	5352
445	4301	5342
446	4310	5333
447	4320	5323
448	4330	5314
449	4340	5304
450	4350	5295
451	4360	5286
452	4369	5275
453	4378	5265
454	4390	5258
455	4399	5248
456	4409	5239
457	4419	5230
458	4429	5220
459	4440	5212
460	4449	5202
461	4459	5193
462	4469	5183
463	4478	5173
464	4489	5165
465	4499	5156
466	4509	5146
467	4518	5136
468	4528	5127
469	4538	5117
470	4547	5107
471	4558	5099
472	4575	5097
473	4588	5091
474	4598	5082
475	4607	5072
476	4617	5062
477	4626	5052
478	4636	5042
479	4646	5033
480	4656	5024
481	4666	5014
482	4675	5004
483	4685	4995
484	4695	4985
485	4704	4975
486	4714	4966
487	4725	4957
488	4735	4948
489	4744	4938
490	4755	4929
491	4765	4920
492	4775	4911
493	4785	4901
494	4796	4892
495	4805	4883
496	4816	4874
497	4826	4865
498	4836	4856
499	4847	4847
500	4857	4837
501	4866	4827
502	4875	4817
503	4885	4808
504	4895	4798
505	4905	4788
506	4914	4778
507	4924	4769
508	4934	4759
509	4942	4749
510	4952	4739
511	4962	4729
512	4971	4719
513	4981	4709
514	4990	4699
515	4999	4689
516	5009	4679
517	5018	4669
518	5028	4659
519	5037	4650
520	5047	4640
521	5056	4630
522	5066	4620
523	5075	4610
524	5085	4600
525	5094	4590
526	5104	4581
527	5113	4571
528	5123	4561
529	5134	4553
530	5143	4543
531	5154	4533
532	5163	4524
533	5172	4514
534	5182	4504
535	5191	4494
536	5200	4484
537	5210	4474
538	5219	4464
539	5228	4454
540	5238	4444
541	5248	4435
542	5257	4424
543	5266	4414
544	5276	4405
545	5286	4395
546	5295	4385
547	5304	4375
548	5313	4365
549	5322	4354
550	5331	4344
551	5341	4334
552	5350	4324
553	5359	4314
554	5368	4304
555	5378	4294
556	5388	4285
557	5398	4276
558	5409	4267
559	5419	4258
560	5429	4248
561	5439	4239
562	5449	4229
563	5458	4219
564	5468	4210
565	5478	4200
566	5487	4190
567	5498	4181
568	5508	4172
569	5518	4163
570	5529	4154
571	5538	4144
572	5553	4138
573	5568	4132
574	5579	4123
575	5589	4114
576	5599	4105
577	5609	4095
578	5620	4086
579	5629	4076
580	5639	4067
581	5649	4057
582	5658	4047
583	5668	4037
584	5677	4027
585	5688	4018
586	5697	4008
587	5707	3998
588	5717	3989
589	5726	3979
590	5736	3970
591	5746	3960
592	5756	3950
593	5765	3941
594	5775	3931
595	5785	3921
596	5795	3912
597	5805	3902
598	5815	3893
599	5825	3883
600	5834	3873
601	5844	3863
602	5854	3854
603	5864	3844
604	5874	3835
605	5884	3825
606	5893	3815
607	5903	3806
608	5913	3796
609	5923	3787
610	5932	3777
611	5941	3767
612	5952	3757
613	5961	3747
614	5970	3737
615	5979	3727
616	5988	3717
617	5998	3707
618	6007	3697
619	6017	3687
620	6026	3678
621	6036	3668
622	6046	3658
623	6055	3649
624	6065	3639
625	6074	3629
626	6083	3619
627	6094	3609
