iter	Passed	Remaining
411	3897	5561
412	3906	5552
413	3915	5542
414	3925	5533
415	3934	5524
416	3944	5515
417	3955	5507
418	3965	5498
419	3975	5489
420	3984	5479
421	3994	5470
422	4004	5462
423	4013	5452
424	4022	5442
425	4032	5433
426	4042	5424
427	4052	5416
428	4062	5406
429	4071	5397
430	4081	5388
431	4091	5378
432	4100	5369
433	4110	5360
434	4121	5353
435	4140	5356
436	4156	5355
437	4169	5349
438	4179	5341
439	4189	5332
440	4199	5322
441	4209	5314
442	4219	5305
443	4229	5296
444	4239	5287
445	4249	5278
446	4258	5268
447	4268	5259
448	4278	5249
449	4288	5240
450	4297	5231
451	4307	5222
452	4316	5212
453	4327	5204
454	4337	5195
455	4346	5185
456	4355	5175
457	4365	5166
458	4375	5156
459	4384	5147
460	4394	5138
461	4404	5128
462	4413	5119
463	4423	5109
464	4432	5099
465	4442	5090
466	4452	5081
467	4461	5071
468	4471	5062
469	4481	5053
470	4490	5043
471	4500	5033
472	4509	5024
473	4519	5015
474	4528	5005
475	4538	4995
476	4547	4986
477	4557	4976
478	4566	4967
479	4576	4958
480	4586	4948
481	4595	4938
482	4604	4928
483	4614	4919
484	4623	4909
485	4633	4900
486	4642	4890
487	4652	4881
488	4662	4871
489	4671	4862
490	4680	4852
491	4690	4843
492	4700	4833
493	4709	4824
494	4719	4815
495	4729	4805
496	4738	4795
497	4747	4785
498	4757	4776
499	4766	4766
500	4776	4757
501	4785	4747
502	4795	4737
503	4804	4728
504	4814	4718
505	4823	4708
506	4832	4699
507	4842	4689
508	4851	4679
509	4860	4670
510	4870	4660
511	4879	4651
512	4888	4641
513	4898	4631
514	4907	4621
515	4917	4612
516	4926	4602
517	4935	4592
518	4945	4583
519	4954	4573
520	4964	4564
521	4973	4554
522	4983	4545
523	4992	4535
524	5001	4525
525	5011	4515
526	5020	4506
527	5030	4496
528	5039	4487
529	5048	4477
530	5059	4468
531	5068	4458
532	5077	4449
533	5087	4439
534	5098	4431
535	5107	4421
536	5125	4419
537	5138	4412
538	5148	4403
539	5158	4394
540	5167	4384
541	5176	4374
542	5185	4364
543	5195	4355
544	5204	4345
545	5214	4335
546	5223	4326
547	5233	4316
548	5242	4306
549	5252	4297
